 [2022-10-11 23:10:25,893] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:37:13,445] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:37:13,522]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:37:13,522] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:37:13,614]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:37:13,614] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:37:13,693]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:37:13,693] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:37:13,961]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:37:13,961] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:37:16,833] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:37:18,194] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:37:19,537] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:37:21,118] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:37:23,793] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:37:25,204] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:37:25,366] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:37:26,562] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:37:28,627] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:37:29,986] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:37:30,003] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:37:31,108]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:37:32,019] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:37:56,160] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:37:59,485] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:38:04,928] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:38:07,394] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:38:09,488] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:38:11,296] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:38:12,734] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:38:16,505] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:38:16,652]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:16,652] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:38:16,744]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:16,744] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:38:16,835]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:16,835] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:38:16,905]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:16,905] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:38:17,019]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:17,020] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:38:20,443] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:38:21,843] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:38:23,265] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:38:24,727] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:38:27,239] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:38:28,644] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:38:30,027] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:38:31,180] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:38:32,394] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:38:34,908] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:38:34,932] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:38:36,054]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:36,058] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:38:38,725] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:38:40,406] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:38:42,652] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:38:45,449] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:38:47,162] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:38:48,592] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:38:50,874] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:38:51,025]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:51,025] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:38:51,098]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:51,098] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:38:51,178]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:51,179] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:38:51,222]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:51,223] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:38:51,293]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:38:51,293] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:38:55,621] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:38:57,084] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:38:58,390] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:38:59,828] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:39:02,313] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:39:03,639] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:39:03,765] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:39:08,240] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:39:09,429] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:39:11,474] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:39:11,520] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:39:12,575]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:12,581] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:39:14,466] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:39:16,222] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:39:17,805] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:39:19,703] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:39:21,458] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:39:22,863] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:39:25,146] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:39:25,291]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:25,292] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:39:25,385]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:25,385] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:39:25,476]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:25,476] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:39:25,534]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:25,534] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:39:25,687]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:39:25,687] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:39:28,544] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:39:30,053] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:39:31,319] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:39:32,738] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:39:35,268] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:39:36,619] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:39:36,755] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:39:37,909] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:39:39,158] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:39:41,544] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:39:41,578] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:39:42,596]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:02,689] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:43:09,695] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:43:11,027] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:43:13,522] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:43:15,675] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:43:17,685] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:43:19,515] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:43:20,864] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:43:23,767] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:43:23,858]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:23,858] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:43:24,007]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:24,007] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:43:24,199]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:24,199] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:43:24,401]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:24,401] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:43:24,500]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:24,501] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:43:27,716] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:43:29,220] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:43:30,597] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:43:32,223] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:43:34,946] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:43:36,420] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:43:37,784] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:43:38,980] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:43:41,096] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:43:42,389] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:43:42,401] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:43:43,670]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:43,676] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:43:46,920] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:43:48,461] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:43:50,293] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:43:52,160] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:43:54,019] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:43:55,333] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:43:57,925] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:43:58,043]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:58,044] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:43:58,163]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:58,164] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:43:58,269]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:58,269] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:43:58,538]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:58,538] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:43:58,612]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:43:58,612] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:44:01,629] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:44:02,956] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:44:04,349] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:44:05,868] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:44:08,612] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:44:09,991] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:44:10,164] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:44:14,477] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:44:16,609] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:44:17,956] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:44:17,973] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:44:19,116]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:19,121] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:44:21,821] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:44:23,411] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:44:25,247] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:44:27,192] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:44:29,030] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:44:30,324] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:44:33,097] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:44:33,237]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:33,237] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:44:33,320]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:33,320] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:44:33,396]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:33,396] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:44:33,569]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:33,570] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:44:33,757]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:33,757] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:44:36,718] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:44:38,129] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:44:39,530] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:44:41,133] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:44:43,765] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:44:45,192] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:44:45,352] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:44:46,561] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:44:48,672] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:44:50,059] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:44:50,070] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:44:51,224]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:44:52,109] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:45:02,714] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:45:04,343] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:45:07,197] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:45:09,410] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:45:11,390] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:45:13,158] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:45:14,609] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:45:17,412] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:45:17,563]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:17,563] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:45:17,648]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:17,648] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:45:17,741]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:17,741] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:45:17,821]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:17,822] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:45:17,938]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:17,939] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:45:21,762] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:45:23,160] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:45:24,461] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:45:25,928] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:45:28,409] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:45:29,769] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:45:31,129] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:45:32,317] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:45:33,517] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:45:36,588] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:45:36,612] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:45:37,757]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:37,761] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:45:39,611] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:45:41,319] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:45:42,940] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:45:44,839] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:45:46,642] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:45:48,088] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:45:51,045] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:45:51,199]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:51,199] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:45:51,273]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:51,273] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:45:51,352]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:51,353] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:45:51,439]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:51,439] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:45:51,605]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:45:51,605] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:45:55,348] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 13:45:56,745] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:45:58,022] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 13:45:59,510] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 13:46:01,991] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 13:46:03,313] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:46:03,436] Checkout - Step 20: Untick to send me tips checkbox
 [2022-10-12 13:46:07,929] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:46:09,144] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:46:11,352] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:46:11,377] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:46:12,456]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:12,460] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:46:14,310] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:46:15,999] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:46:17,558] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:46:19,590] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:46:21,325] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:46:22,753] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:46:25,305] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:46:25,462]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:25,462] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:46:25,531]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:25,531] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:46:25,615]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:25,615] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:46:25,668]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:25,668] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:46:25,781]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:46:25,781] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:46:28,646] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 13:46:30,159] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 13:46:31,418] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 13:46:32,921] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 13:46:35,414] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 13:46:36,791] Checkout - Step 19: Untick to captcha checkbox
 [2022-10-12 13:46:36,909] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:46:38,063] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:46:39,237] Checkout - Step 22: Click to 'Empty Cart' button
 [2022-10-12 13:46:41,366] Checkout - Step 23: Accept alert to remove all item from cart
 [2022-10-12 13:46:41,391] Checkout - Step 24: Verify cart is empty
 [2022-10-12 13:46:42,498]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:53:10,651] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:53:19,376] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:53:20,957] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:53:23,517] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:53:25,445] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:53:27,976] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:53:29,884] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:53:31,185] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:53:34,109] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:53:34,201]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:53:34,202] Checkout - Step 09: Verify product 'Cabel - Electricity Services Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:53:34,333]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:53:34,333] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:53:34,461]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:53:34,461] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:53:34,887]  -------------------------- PASSED -------------------------- 
